Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-16,NJ,-130,1.77,0.56,0.5255989636100566,0.47440103638994324,0.48,2.1,110,TOR
2025-01-16,WSH,-110,1.91,0.52,0.4432413773720433,0.5567586226279568,0.52,1.91,-110,OTT
2025-01-16,ANA,275,3.75,0.27,0.383583533505908,0.6164164664940919,0.78,1.29,-350,TB
2025-01-16,DET,220,3.2,0.31,0.3981176740777081,0.6018823259222918,0.74,1.36,-275,FLA
2025-01-16,SJ,145,2.45,0.41,0.3739768530854147,0.6260231469145853,0.64,1.57,-175,CBJ
2025-01-16,PHI,115,2.15,0.47,0.4599430062607215,0.5400569937392785,0.57,1.74,-135,NYI
2025-01-16,CGY,115,2.15,0.47,0.4681534162493087,0.5318465837506913,0.57,1.74,-135,STL
2025-01-16,CHI,220,3.2,0.31,0.42995322815011605,0.5700467718498838,0.74,1.36,-275,NSH
2025-01-16,MTL,170,2.7,0.37,0.4309314554705418,0.5690685445294582,0.68,1.48,-210,DAL
2025-01-16,SEA,185,2.85,0.35,0.42721118403724395,0.572788815962756,0.69,1.44,-225,WPG
2025-01-16,NYR,-105,1.95,0.51,0.4863735402233295,0.5136264597766703,0.53,1.87,-115,UHC
2025-01-16,EDM,100,2.0,0.5,0.57678161360618,0.42321838639382015,0.55,1.83,-120,COL
2025-01-16,LA,-110,1.91,0.52,0.5384028211085871,0.461597178891413,0.52,1.91,-110,VAN
